Kuupäev,Fond.PIK,Lühinimi,ISIN,Invest..arv,Muutus..
05.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10515,3.36
08.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10507,3.28
09.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10501,3.22
10.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10496,3.18
11.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10487,3.09
12.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10476,2.98
15.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10449,2.71
16.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10441,2.63
17.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10433,2.56
18.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10428,2.51
22.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10417,2.4
23.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10412,2.35
24.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10411,2.34
25.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10404,2.27
26.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10394,2.17
29.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10392,2.15
30.04.2019,LHV Pensionifond S,LSK00,EE3600019824,10497,3.18
02.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10482,3.04
03.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10473,2.95
06.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10466,2.88
07.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10465,2.87
08.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10462,2.84
09.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10457,2.79
10.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10452,2.74
13.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10446,2.68
14.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10440,2.62
15.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10413,2.36
16.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10409,2.32
17.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10403,2.26
20.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10396,2.19
21.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10391,2.14
22.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10386,2.09
23.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10383,2.06
24.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10377,2.01
27.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10368,1.92
28.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10354,1.78
29.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10342,1.66
30.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10334,1.58
31.05.2019,LHV Pensionifond S,LSK00,EE3600019824,10330,1.54
03.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10316,1.41
04.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10312,1.37
05.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10307,1.32
06.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10298,1.23
07.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10291,1.16
10.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10281,1.06
11.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10278,1.03
12.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10267,0.92
13.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10259,0.85
14.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10256,0.82
17.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10234,0.6
18.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10231,0.57
19.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10226,0.52
20.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10223,0.49
21.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10217,0.43
25.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10211,0.37
26.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10207,0.33
27.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10199,0.26
28.06.2019,LHV Pensionifond S,LSK00,EE3600019824,10190,0.17
01.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10181,0.08
02.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10173,0
03.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10165,-0.08
04.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10158,-0.15
05.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10149,-0.24
08.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10139,-0.33
09.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10135,-0.37
10.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10129,-0.43
11.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10119,-0.53
12.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10107,-0.65
15.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10091,-0.81
16.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10081,-0.9
17.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10070,-1.01
18.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10065,-1.06
19.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10061,-1.1
22.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10057,-1.14
23.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10052,-1.19
24.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10044,-1.27
25.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10037,-1.34
26.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10034,-1.37
29.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10020,-1.5
30.07.2019,LHV Pensionifond S,LSK00,EE3600019824,10006,-1.64
31.07.2019,LHV Pensionifond S,LSK00,EE3600019824,9990,-1.8
01.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9986,-1.84
02.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9982,-1.88
05.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9976,-1.94
06.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9972,-1.98
07.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9968,-2.02
08.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9962,-2.07
09.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9958,-2.11
12.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9953,-2.16
13.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9948,-2.21
14.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9939,-2.3
15.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9929,-2.4
16.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9925,-2.44
19.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9923,-2.46
21.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9920,-2.49
22.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9912,-2.57
23.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9909,-2.6
26.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9904,-2.64
27.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9896,-2.72
28.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9893,-2.75
29.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9884,-2.84
30.08.2019,LHV Pensionifond S,LSK00,EE3600019824,9878,-2.9
02.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9870,-2.98
04.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9856,-3.12
05.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9851,-3.17
06.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9846,-3.21
09.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9835,-3.32
10.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9831,-3.36
11.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9830,-3.37
12.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9826,-3.41
13.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9819,-3.48
16.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9808,-3.59
17.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9805,-3.62
18.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9796,-3.71
19.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9792,-3.75
20.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9788,-3.78
23.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9780,-3.86
24.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9772,-3.94
25.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9765,-4.01
26.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9759,-4.07
27.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9753,-4.13
30.09.2019,LHV Pensionifond S,LSK00,EE3600019824,9742,-4.24
01.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9735,-4.31
02.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9729,-4.36
03.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9726,-4.39
04.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9726,-4.39
07.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9725,-4.4
08.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9716,-4.49
09.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9709,-4.56
10.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9708,-4.57
11.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9702,-4.63
14.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9698,-4.67
15.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9689,-4.76
16.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9675,-4.9
17.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9669,-4.95
18.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9663,-5.01
21.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9654,-5.1
22.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9650,-5.14
23.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9639,-5.25
24.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9634,-5.3
25.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9628,-5.36
28.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9619,-5.45
29.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9611,-5.52
30.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9607,-5.56
31.10.2019,LHV Pensionifond S,LSK00,EE3600019824,9597,-5.66
01.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9588,-5.75
04.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9581,-5.82
05.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9574,-5.89
06.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9574,-5.89
07.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9568,-5.95
08.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9563,-6
11.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9550,-6.12
12.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9545,-6.17
13.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9540,-6.22
14.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9533,-6.29
15.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9518,-6.44
18.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9507,-6.55
19.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9496,-6.65
20.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9494,-6.67
21.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9485,-6.76
22.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9478,-6.83
25.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9473,-6.88
26.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9470,-6.91
27.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9459,-7.02
28.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9452,-7.09
29.11.2019,LHV Pensionifond S,LSK00,EE3600019824,9445,-7.16
02.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9436,-7.24
03.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9436,-7.24
04.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9432,-7.28
05.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9428,-7.32
06.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9422,-7.38
09.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9416,-7.44
10.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9409,-7.51
11.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9402,-7.58
12.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9400,-7.6
13.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9394,-7.66
16.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9381,-7.79
17.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9378,-7.81
18.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9375,-7.84
19.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9371,-7.88
20.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9368,-7.91
23.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9366,-7.93
27.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9362,-7.97
30.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9352,-8.07
31.12.2019,LHV Pensionifond S,LSK00,EE3600019824,9349,-8.1
02.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9344,-8.15
03.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9342,-8.17
06.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9332,-8.27
07.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9325,-8.34
08.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9319,-8.39
09.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9315,-8.43
10.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9310,-8.48
13.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9300,-8.58
14.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9296,-8.62
15.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9285,-8.73
16.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9282,-8.76
17.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9276,-8.82
20.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9271,-8.87
21.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9267,-8.91
22.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9259,-8.98
23.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9254,-9.03
24.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9249,-9.08
27.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9237,-9.2
28.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9230,-9.27
29.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9222,-9.35
30.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9215,-9.42
31.01.2020,LHV Pensionifond S,LSK00,EE3600019824,9210,-9.47
03.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9203,-9.54
04.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9201,-9.55
05.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9194,-9.62
06.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9186,-9.7
07.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9178,-9.78
10.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9171,-9.85
11.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9166,-9.9
12.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9162,-9.94
13.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9156,-10
14.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9150,-10.06
17.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9128,-10.27
18.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9116,-10.39
19.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9112,-10.43
20.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9106,-10.49
21.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9102,-10.53
25.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9096,-10.59
26.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9091,-10.64
27.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9087,-10.68
28.02.2020,LHV Pensionifond S,LSK00,EE3600019824,9085,-10.69
02.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9075,-10.79
03.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9071,-10.83
04.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9066,-10.88
05.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9064,-10.9
06.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9053,-11.01
09.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9046,-11.08
10.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9042,-11.12
11.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9041,-11.13
12.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9038,-11.16
13.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9040,-11.14
16.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9041,-11.13
17.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9050,-11.04
18.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9052,-11.02
19.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9060,-10.94
20.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9068,-10.86
23.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9076,-10.78
24.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9078,-10.76
25.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9079,-10.75
26.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9079,-10.75
27.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9076,-10.78
30.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9073,-10.81
31.03.2020,LHV Pensionifond S,LSK00,EE3600019824,9073,-10.81
01.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9073,-10.81
02.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9074,-10.8
03.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9072,-10.82
06.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9070,-10.84
07.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9071,-10.83
08.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9070,-10.84
09.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9069,-10.85
13.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9070,-10.84
14.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9070,-10.84
15.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9062,-10.92
16.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9061,-10.93
17.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9061,-10.93
20.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9059,-10.95
21.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9059,-10.95
22.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9058,-10.96
23.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9058,-10.96
24.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9058,-10.96
27.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9054,-11
28.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9051,-11.03
29.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9049,-11.05
30.04.2020,LHV Pensionifond S,LSK00,EE3600019824,9051,-11.03
04.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9046,-11.08
05.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9045,-11.09
06.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9043,-11.11
07.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9043,-11.11
08.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9043,-11.11
11.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9040,-11.14
12.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9040,-11.14
13.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9038,-11.16
14.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9037,-11.17
15.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9034,-11.2
18.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9029,-11.25
19.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9027,-11.27
20.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9025,-11.28
21.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9023,-11.3
22.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9021,-11.32
25.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9022,-11.31
26.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9021,-11.32
27.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9020,-11.33
28.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9020,-11.33
29.05.2020,LHV Pensionifond S,LSK00,EE3600019824,9020,-11.33
01.06.2020,LHV Pensionifond S,LSK00,EE3600019824,9018,-11.35
02.06.2020,LHV Pensionifond S,LSK00,EE3600019824,9018,-11.35
03.06.2020,LHV Pensionifond S,LSK00,EE3600019824,9017,-11.36
04.06.2020,LHV Pensionifond S,LSK00,EE3600019824,9012,-11.41
05.06.2020,LHV Pensionifond S,LSK00,EE3600019824,9012,-11.41
08.06.2020,LHV Pensionifond S,LSK00,EE3600019824,9008,-11.45
09.06.2020,LHV Pensionifond S,LSK00,EE3600019824,9005,-11.48
10.06.2020,LHV Pensionifond S,LSK00,EE3600019824,9001,-11.52
11.06.2020,LHV Pensionifond S,LSK00,EE3600019824,9000,-11.53
12.06.2020,LHV Pensionifond S,LSK00,EE3600019824,8999,-11.54
15.06.2020,LHV Pensionifond S,LSK00,EE3600019824,8994,-11.59
16.06.2020,LHV Pensionifond S,LSK00,EE3600019824,8988,-11.65
17.06.2020,LHV Pensionifond S,LSK00,EE3600019824,8984,-11.69
18.06.2020,LHV Pensionifond S,LSK00,EE3600019824,8978,-11.75
19.06.2020,LHV Pensionifond S,LSK00,EE3600019824,8975,-11.78
22.06.2020,LHV Pensionifond S,LSK00,EE3600019824,8973,-11.8
25.06.2020,LHV Pensionifond S,LSK00,EE3600019824,8967,-11.85
26.06.2020,LHV Pensionifond S,LSK00,EE3600019824,8967,-11.85
29.06.2020,LHV Pensionifond S,LSK00,EE3600019824,8964,-11.88
30.06.2020,LHV Pensionifond S,LSK00,EE3600019824,8963,-11.89
01.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8959,-11.93
02.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8948,-12.04
03.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8946,-12.06
06.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8941,-12.11
07.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8937,-12.15
08.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8934,-12.18
09.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8925,-12.27
10.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8927,-12.25
13.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8920,-12.32
14.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8913,-12.39
15.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8906,-12.45
16.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8890,-12.61
17.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8884,-12.67
20.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8882,-12.69
21.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8879,-12.72
22.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8873,-12.78
23.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8873,-12.78
24.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8872,-12.79
27.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8863,-12.88
28.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8852,-12.99
29.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8840,-13.1
30.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8837,-13.13
31.07.2020,LHV Pensionifond S,LSK00,EE3600019824,8827,-13.23
03.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8826,-13.24
04.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8824,-13.26
05.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8822,-13.28
06.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8817,-13.33
07.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8815,-13.35
10.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8812,-13.38
11.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8810,-13.4
12.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8808,-13.42
13.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8805,-13.45
14.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8805,-13.45
17.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8791,-13.58
18.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8790,-13.59
19.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8789,-13.6
21.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8788,-13.61
24.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8783,-13.66
25.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8778,-13.71
26.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8774,-13.75
27.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8772,-13.77
28.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8769,-13.8
31.08.2020,LHV Pensionifond S,LSK00,EE3600019824,8763,-13.86
01.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8763,-13.86
02.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8759,-13.9
03.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8758,-13.91
04.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8756,-13.93
07.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8756,-13.93
08.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8755,-13.94
09.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8753,-13.96
10.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8750,-13.99
11.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8749,-14
14.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8745,-14.04
15.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8740,-14.09
16.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8738,-14.11
17.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8735,-14.14
18.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8734,-14.15
21.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8731,-14.17
22.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8725,-14.23
23.09.2020,LHV Pensionifond S,LSK00,EE3600019824,8724,-14.24
