Kuupäev,Fond.PIK,Lühinimi,ISIN,Invest..arv,Muutus..
02.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,772,0
03.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,772,0
04.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,776,0.52
05.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,777,0.65
06.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,777,0.65
07.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,777,0.65
08.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,781,1.17
09.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,783,1.42
10.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,785,1.68
11.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,790,2.33
12.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,791,2.46
13.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,791,2.46
14.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,791,2.46
15.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,792,2.59
16.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,794,2.85
17.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,796,3.11
18.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,796,3.11
19.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,796,3.11
20.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,796,3.11
21.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,796,3.11
22.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,796,3.11
23.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,798,3.37
24.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,799,3.5
25.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,799,3.5
26.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,800,3.63
27.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,800,3.63
28.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,800,3.63
29.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,803,4.02
30.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,804,4.15
31.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,807,4.53
01.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,806,4.4
02.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,807,4.53
03.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,807,4.53
04.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,807,4.53
05.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,811,5.05
06.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,813,5.31
07.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,814,5.44
08.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,815,5.57
09.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,815,5.57
10.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,815,5.57
11.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,815,5.57
12.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,815,5.57
13.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,815,5.57
14.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,814,5.44
15.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,815,5.57
16.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,816,5.7
17.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,816,5.7
18.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,816,5.7
19.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,818,5.96
20.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,818,5.96
21.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,818,5.96
22.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,818,5.96
23.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,818,5.96
24.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,818,5.96
25.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,818,5.96
26.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,821,6.35
27.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,820,6.22
28.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,822,6.48
29.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,823,6.61
30.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,823,6.61
01.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,823,6.61
02.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,823,6.61
03.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,820,6.22
04.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,821,6.35
05.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,824,6.74
06.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,825,6.87
07.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,827,7.12
08.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,827,7.12
09.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,827,7.12
10.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,825,6.87
11.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,823,6.61
12.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,825,6.87
13.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,825,6.87
14.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,826,6.99
15.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,826,6.99
16.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,826,6.99
17.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,827,7.12
18.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,828,7.25
19.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,826,6.99
20.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,825,6.87
21.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,827,7.12
22.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,827,7.12
23.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,827,7.12
24.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,830,7.51
25.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,827,7.12
26.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,827,7.12
27.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,827,7.12
28.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,829,7.38
29.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,829,7.38
30.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,829,7.38
31.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,833,7.9
01.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,842,9.07
02.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,842,9.07
03.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,842,9.07
04.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,843,9.2
05.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,843,9.2
06.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,843,9.2
07.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,844,9.33
08.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,844,9.33
09.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,846,9.59
10.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,847,9.72
11.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,847,9.72
12.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,847,9.72
13.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,847,9.72
14.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,849,9.97
15.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,849,9.97
16.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,850,10.1
17.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,850,10.1
18.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,850,10.1
19.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,850,10.1
20.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,850,10.1
21.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,850,10.1
22.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,852,10.36
23.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,851,10.23
24.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,851,10.23
25.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,851,10.23
26.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,851,10.23
27.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,851,10.23
28.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,853,10.49
29.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,853,10.49
30.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,854,10.62
31.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,854,10.62
01.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,856,10.88
02.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,856,10.88
03.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,856,10.88
04.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,856,10.88
05.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,856,10.88
06.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,858,11.14
07.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,859,11.27
08.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,859,11.27
09.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,859,11.27
10.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,859,11.27
11.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,857,11.01
12.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,857,11.01
13.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,856,10.88
14.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,857,11.01
15.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,860,11.4
16.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,860,11.4
17.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,860,11.4
18.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,860,11.4
19.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,860,11.4
20.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,862,11.66
21.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,862,11.66
22.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,863,11.79
23.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,863,11.79
24.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,863,11.79
25.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,863,11.79
26.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,863,11.79
27.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,862,11.66
28.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,862,11.66
29.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,862,11.66
30.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,862,11.66
01.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,862,11.66
02.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,862,11.66
03.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,864,11.92
04.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,864,11.92
05.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,862,11.66
06.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,862,11.66
07.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,862,11.66
08.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,862,11.66
09.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,868,12.44
10.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,867,12.31
11.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,869,12.56
12.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,868,12.44
13.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,869,12.56
14.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,869,12.56
15.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,869,12.56
16.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,870,12.69
17.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,870,12.69
18.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,871,12.82
19.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,872,12.95
20.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,874,13.21
21.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,874,13.21
22.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,874,13.21
23.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,877,13.6
24.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,877,13.6
25.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,877,13.6
26.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,879,13.86
27.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,880,13.99
28.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,880,13.99
29.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,880,13.99
30.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,882,14.25
31.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,880,13.99
01.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,882,14.25
02.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,881,14.12
03.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,884,14.51
04.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,884,14.51
05.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,884,14.51
06.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,888,15.03
07.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,889,15.16
08.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,890,15.28
09.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,890,15.28
10.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,890,15.28
11.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,890,15.28
12.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,890,15.28
13.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,899,16.45
14.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,900,16.58
15.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,903,16.97
16.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,907,17.49
17.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,908,17.62
18.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,908,17.62
19.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,908,17.62
20.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,911,18.01
21.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,912,18.13
22.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,912,18.13
23.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,918,18.91
24.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,919,19.04
25.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,919,19.04
26.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,919,19.04
27.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,923,19.56
28.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,926,19.95
29.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,927,20.08
30.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,930,20.47
01.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,931,20.6
02.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,931,20.6
03.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,931,20.6
04.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,934,20.98
05.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,935,21.11
06.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,936,21.24
07.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,937,21.37
08.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,937,21.37
09.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,937,21.37
10.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,937,21.37
11.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,939,21.63
12.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,938,21.5
13.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,940,21.76
14.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,943,22.15
15.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,945,22.41
16.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,945,22.41
17.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,945,22.41
18.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,949,22.93
19.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,949,22.93
20.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,951,23.19
21.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,955,23.7
22.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,957,23.96
23.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,957,23.96
24.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,957,23.96
25.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,957,23.96
26.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,957,23.96
27.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,961,24.48
28.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,964,24.87
29.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,963,24.74
30.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,963,24.74
31.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,963,24.74
01.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,963,24.74
02.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,968,25.39
03.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,973,26.04
04.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,974,26.17
05.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,978,26.68
06.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,978,26.68
07.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,978,26.68
08.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,985,27.59
09.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,986,27.72
10.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,992,28.5
11.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,997,29.15
12.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,998,29.27
13.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,998,29.27
14.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,998,29.27
15.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1002,29.79
16.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1004,30.05
17.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1008,30.57
18.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1010,30.83
19.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1015,31.48
20.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1015,31.48
21.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1015,31.48
22.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1019,31.99
23.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1021,32.25
24.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1024,32.64
25.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1026,32.9
26.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1028,33.16
27.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1028,33.16
28.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1028,33.16
29.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1033,33.81
30.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1033,33.81
31.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1034,33.94
01.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1036,34.2
02.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1040,34.72
03.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1040,34.72
04.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1040,34.72
05.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1041,34.84
06.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1042,34.97
07.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1042,34.97
08.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1043,35.1
09.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1044,35.23
10.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1044,35.23
11.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1044,35.23
12.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1044,35.23
13.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1044,35.23
14.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1045,35.36
15.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1047,35.62
16.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1046,35.49
17.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1046,35.49
18.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1046,35.49
19.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1049,35.88
20.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1049,35.88
21.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1050,36.01
22.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1051,36.14
23.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1051,36.14
24.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1051,36.14
25.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1051,36.14
26.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1050,36.01
27.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1053,36.4
28.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1053,36.4
01.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1053,36.4
02.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1054,36.53
03.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1054,36.53
04.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1054,36.53
05.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1055,36.66
06.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1055,36.66
07.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1057,36.92
08.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1060,37.31
09.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1060,37.31
10.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1060,37.31
11.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1060,37.31
12.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1062,37.56
13.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1063,37.69
14.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1064,37.82
15.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1064,37.82
16.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1065,37.95
17.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1065,37.95
18.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1065,37.95
19.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1067,38.21
20.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1072,38.86
21.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1075,39.25
22.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1071,38.73
23.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1071,38.73
24.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1071,38.73
25.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1071,38.73
26.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1072,38.86
27.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1074,39.12
28.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1074,39.12
29.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1074,39.12
30.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1074,39.12
31.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1074,39.12
01.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1074,39.12
02.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1080,39.9
03.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1081,40.03
04.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1082,40.16
05.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1084,40.41
06.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1084,40.41
07.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1084,40.41
08.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1084,40.41
09.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1082,40.16
10.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1084,40.41
11.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1084,40.41
12.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1084,40.41
13.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1085,40.54
14.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1085,40.54
15.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1085,40.54
16.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1085,40.54
17.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1086,40.67
18.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1086,40.67
19.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1085,40.54
20.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1085,40.54
21.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,1085,40.54
