Kuupäev,Fond,Lühinimi,ISIN,Maht,Muutus..
02.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5255219,0
03.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5238961,-0.31
04.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5222739,-0.62
05.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5235645,-0.37
06.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5235645,-0.37
07.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5235645,-0.37
08.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5248669,-0.12
09.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5280733,0.49
10.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5299905,0.85
11.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5309521,1.03
12.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5295735,0.77
13.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5295735,0.77
14.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5295735,0.77
15.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5307740,1
16.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5287042,0.61
17.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5224498,-0.58
18.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5212735,-0.81
19.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5242155,-0.25
20.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5242155,-0.25
21.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5242155,-0.25
22.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5245416,-0.19
23.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5271549,0.31
24.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5305791,0.96
25.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5326317,1.35
26.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5342340,1.66
27.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5342340,1.66
28.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5342340,1.66
29.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5342885,1.67
30.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5338920,1.59
31.05.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5307129,0.99
01.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5347101,1.75
02.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5371710,2.22
03.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5371710,2.22
04.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5371710,2.22
05.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5365445,2.1
06.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5347835,1.76
07.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5366068,2.11
08.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5366648,2.12
09.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5382014,2.41
10.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5382014,2.41
11.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5382014,2.41
12.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5352871,1.86
13.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5380144,2.38
14.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5382170,2.42
15.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5394208,2.64
16.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5415525,3.05
17.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5415525,3.05
18.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5415525,3.05
19.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5452099,3.75
20.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5450310,3.71
21.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5442701,3.57
22.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5451472,3.73
23.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5451472,3.73
24.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5451472,3.73
25.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5451472,3.73
26.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5498550,4.63
27.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5420484,3.14
28.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5409527,2.94
29.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5370626,2.2
30.06.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5369591,2.18
01.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5369591,2.18
02.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5369591,2.18
03.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5405647,2.86
04.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5403498,2.82
05.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5399778,2.75
06.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5331007,1.44
07.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5334194,1.5
08.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5334194,1.5
09.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5334194,1.5
10.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5356720,1.93
11.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5355685,1.91
12.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5401214,2.78
13.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5441914,3.55
14.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5485550,4.38
15.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5485550,4.38
16.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5485550,4.38
17.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5486335,4.4
18.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5463462,3.96
19.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5512553,4.9
20.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5512408,4.89
21.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5481093,4.3
22.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5481093,4.3
23.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5481093,4.3
24.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5504789,4.75
25.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5503460,4.72
26.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5542615,5.47
27.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5529155,5.21
28.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5495564,4.57
29.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5495564,4.57
30.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5495564,4.57
31.07.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5488227,4.43
01.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5493140,4.53
02.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5477919,4.24
03.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5461884,3.93
04.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5487768,4.43
05.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5487768,4.43
06.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5487768,4.43
07.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5510234,4.85
08.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5510722,4.86
09.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5504211,4.74
10.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5446985,3.65
11.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5409295,2.93
12.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5409295,2.93
13.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5409295,2.93
14.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5464894,3.99
15.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5500498,4.67
16.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5553702,5.68
17.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5526664,5.17
18.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5517686,4.99
19.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5517686,4.99
20.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5517686,4.99
21.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5520007,5.04
22.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5565058,5.9
23.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5571589,6.02
24.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5582130,6.22
25.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5595347,6.47
26.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5595347,6.47
27.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5595347,6.47
28.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5553336,5.67
29.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5516998,4.98
30.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5568474,5.96
31.08.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,5624454,7.03
01.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6605527,25.69
02.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6605527,25.69
03.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6605527,25.69
04.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6591269,25.42
05.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6576406,25.14
06.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6579434,25.2
07.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6580704,25.22
08.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6551952,24.68
09.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6551952,24.68
10.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6551952,24.68
11.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6644789,26.44
12.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6655145,26.64
13.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6629449,26.15
14.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6692291,27.35
15.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6682865,27.17
16.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6682865,27.17
17.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6682865,27.17
18.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6709149,27.67
19.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6705800,27.6
20.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6692474,27.35
21.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6727304,28.01
22.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6706386,27.61
23.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6706386,27.61
24.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6706386,27.61
25.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6728665,28.04
26.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6782928,29.07
27.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6789040,29.19
28.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6778074,28.98
29.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6807617,29.54
30.09.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6807617,29.54
01.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6807617,29.54
02.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6853027,30.4
03.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6874515,30.81
04.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6874908,30.82
05.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6922505,31.73
06.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6907600,31.44
07.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6907600,31.44
08.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6907600,31.44
09.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6893489,31.17
10.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6896256,31.23
11.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6894368,31.19
12.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6901622,31.33
13.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6960800,32.45
14.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6960800,32.45
15.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6960800,32.45
16.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6987445,32.96
17.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7007549,33.34
18.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7029846,33.77
19.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6968199,32.6
20.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7002611,33.25
21.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7002611,33.25
22.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7002611,33.25
23.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7019216,33.57
24.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7015883,33.5
25.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,6974519,32.72
26.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7030936,33.79
27.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7136734,35.8
28.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7136734,35.8
29.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7136734,35.8
30.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7109960,35.29
31.10.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7126845,35.61
01.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7164430,36.33
02.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7155177,36.15
03.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7164876,36.34
04.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7164876,36.34
05.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7164876,36.34
06.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7211874,37.23
07.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7219654,37.38
08.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7230403,37.59
09.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7183724,36.7
10.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7157959,36.21
11.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7157959,36.21
12.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7157959,36.21
13.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7148765,36.03
14.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7093113,34.97
15.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7048005,34.11
16.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7160790,36.26
17.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7163961,36.32
18.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7163961,36.32
19.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7163961,36.32
20.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7199143,36.99
21.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7274362,38.42
22.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7277016,38.47
23.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7248314,37.93
24.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7242767,37.82
25.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7242767,37.82
26.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7242767,37.82
27.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7209105,37.18
28.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7256429,38.08
29.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7250773,37.97
30.11.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7239154,37.75
01.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7194834,36.91
02.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7194834,36.91
03.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7194834,36.91
04.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7238537,37.74
05.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7238845,37.75
06.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7217678,37.34
07.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7243846,37.84
08.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7308028,39.06
09.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7308028,39.06
10.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7308028,39.06
11.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7303298,38.97
12.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7328698,39.46
13.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7359856,40.05
14.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7322552,39.34
15.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7380104,40.43
16.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7380104,40.43
17.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7380104,40.43
18.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7456536,41.89
19.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7417356,41.14
20.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7391496,40.65
21.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7399637,40.81
22.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7433218,41.44
23.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7433218,41.44
24.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7433218,41.44
25.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7433218,41.44
26.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7433218,41.44
27.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7449779,41.76
28.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7461648,41.99
29.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7456981,41.9
30.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7456981,41.9
31.12.2017,LHV Pensionifond Indeks,LIK75,EE3600109401,7456981,41.9
01.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7456981,41.9
02.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8086145,53.87
03.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8168792,55.44
04.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8163458,55.34
05.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8220215,56.42
06.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8220215,56.42
07.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8220215,56.42
08.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8280931,57.58
09.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8307828,58.09
10.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8227024,56.55
11.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8219194,56.4
12.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8199479,56.03
13.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8199479,56.03
14.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8199479,56.03
15.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8154679,55.17
16.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8199766,56.03
17.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8275648,57.47
18.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8265767,57.29
19.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8314188,58.21
20.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8314188,58.21
21.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8314188,58.21
22.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8371780,59.3
23.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8419228,60.21
24.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8388965,59.63
25.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8351921,58.93
26.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8430538,60.42
27.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8430538,60.42
28.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8430538,60.42
29.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8390940,59.67
30.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8287529,57.7
31.01.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8305417,58.04
01.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8229548,56.6
02.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8086921,53.88
03.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8086921,53.88
04.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8086921,53.88
05.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7910518,50.53
06.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7935388,51
07.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7932360,50.94
08.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7808587,48.59
09.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7760519,47.67
10.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7760519,47.67
11.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7760519,47.67
12.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7854102,49.45
13.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7832862,49.05
14.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7904110,50.4
15.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7955196,51.38
16.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8057594,53.33
17.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8057594,53.33
18.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8057594,53.33
19.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8073894,53.64
20.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8092953,54
21.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8107822,54.28
22.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8117028,54.46
23.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8196262,55.96
24.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8196262,55.96
25.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8196262,55.96
26.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8265321,57.28
27.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8204822,56.13
28.02.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8174902,55.56
01.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8144595,54.98
02.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8009544,52.41
03.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8009544,52.41
04.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8009544,52.41
05.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8084872,53.84
06.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8070675,53.57
07.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8087336,53.89
08.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8145064,54.99
09.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8260314,57.18
10.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8260314,57.18
11.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8260314,57.18
12.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8287561,57.7
13.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8207986,56.19
14.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8205976,56.15
15.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8228153,56.57
16.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8246871,56.93
17.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8246871,56.93
18.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8246871,56.93
19.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8142676,54.94
20.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8221761,56.45
21.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8244953,56.89
22.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8104316,54.21
23.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7984861,51.94
24.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7984861,51.94
25.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7984861,51.94
26.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,7990804,52.05
27.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8053152,53.24
28.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8039403,52.98
29.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8169661,55.46
30.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8169661,55.46
31.03.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8169661,55.46
01.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8169661,55.46
02.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8120483,54.52
03.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8143725,54.96
04.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8158609,55.25
05.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8280752,57.57
06.04.2018,LHV Pensionifond Indeks,LIK75,EE3600109401,8190138,55.85
