Kuupäev,Fond,Lühinimi,ISIN,Maht,Muutus..
06.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21499704,-8.11
07.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21386707,-8.59
10.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21312609,-8.91
11.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21199568,-9.39
12.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21265971,-9.11
13.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21231739,-9.25
14.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21240151,-9.22
17.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21173744,-9.5
18.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21223979,-9.28
19.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21198603,-9.39
20.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21107389,-9.78
21.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21073541,-9.93
24.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21110138,-9.77
25.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21193544,-9.42
26.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21282450,-9.04
27.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21361668,-8.7
28.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21410068,-8.49
31.10.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21442833,-8.35
01.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21473175,-8.22
02.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21478211,-8.2
03.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21405874,-8.51
04.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21359019,-8.71
07.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21394228,-8.56
08.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21421633,-8.44
09.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21420123,-8.45
10.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21563862,-7.83
11.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21664382,-7.4
14.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21793960,-6.85
15.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21879729,-6.48
16.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21871677,-6.52
17.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21837728,-6.66
18.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21857479,-6.58
21.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21893568,-6.42
22.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21924757,-6.29
23.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21993456,-6
24.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22034990,-5.82
25.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22046096,-5.77
28.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22017773,-5.89
29.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22008235,-5.93
30.11.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22079271,-5.63
01.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22227530,-5
02.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22243964,-4.93
05.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22206081,-5.09
06.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22138713,-5.38
07.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22124319,-5.44
08.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22112867,-5.49
09.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22108658,-5.5
12.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22066135,-5.69
13.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22119674,-5.46
14.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22213219,-5.06
15.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,22145609,-5.35
16.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21795161,-6.84
19.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21727571,-7.13
20.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21651497,-7.46
21.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21646996,-7.48
22.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21682643,-7.32
23.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21620830,-7.59
27.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21607313,-7.65
28.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21583002,-7.75
29.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21538791,-7.94
30.12.2022,Luminor 56+ pensionifond,NPK25,EE3600098448,21555618,-7.87
02.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19793163,-15.4
03.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19669798,-15.93
04.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19745188,-15.61
05.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19797978,-15.38
06.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19795004,-15.39
09.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19892381,-14.98
10.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19861862,-15.11
11.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19871793,-15.06
12.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20075305,-14.19
13.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20124315,-13.99
16.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20131455,-13.95
17.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20150730,-13.87
18.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20223201,-13.56
19.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20216718,-13.59
20.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20143526,-13.9
23.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21022683,-10.15
24.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21042314,-10.06
25.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21051590,-10.02
26.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21061600,-9.98
27.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21078293,-9.91
30.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21066105,-9.96
31.01.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20990930,-10.28
01.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21062547,-9.97
02.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21153737,-9.59
03.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21284127,-9.03
06.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21216848,-9.32
07.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21189270,-9.43
08.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21224301,-9.28
09.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21169882,-9.52
10.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21124598,-9.71
13.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21188167,-9.44
14.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21211406,-9.34
15.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21219863,-9.3
16.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21134086,-9.67
17.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21060441,-9.98
20.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21068519,-9.95
21.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21006219,-10.22
22.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20911690,-10.62
23.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20966390,-10.39
27.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20943500,-10.48
28.02.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20902529,-10.66
01.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20838254,-10.93
02.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20778526,-11.19
03.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20847013,-10.9
06.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20913196,-10.61
07.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20887596,-10.72
08.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20885305,-10.73
09.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20890819,-10.71
10.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20815016,-11.03
13.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20736136,-11.37
14.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20739990,-11.35
15.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20749634,-11.31
16.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20805489,-11.07
17.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20819564,-11.01
20.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20802190,-11.09
21.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20798585,-11.1
22.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20840604,-10.92
23.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20815668,-11.03
24.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20853377,-10.87
27.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20889140,-10.72
28.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20827714,-10.98
29.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20815485,-11.03
30.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20883737,-10.74
31.03.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20923811,-10.57
03.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21022894,-10.14
04.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21038162,-10.08
05.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21006385,-10.21
06.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21025805,-10.13
10.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21024582,-10.14
11.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21013031,-10.19
12.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21081983,-9.89
13.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21061498,-9.98
14.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21083156,-9.89
17.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20981382,-10.32
18.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,21019978,-10.16
19.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20997721,-10.25
20.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20978544,-10.33
21.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20954305,-10.44
24.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20931082,-10.54
25.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20937334,-10.51
26.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20911303,-10.62
27.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20866628,-10.81
28.04.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20962304,-10.4
02.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19739076,-15.63
03.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19544259,-16.46
04.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19518206,-16.58
05.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19532219,-16.52
08.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19557975,-16.41
09.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19550870,-16.44
10.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19568923,-16.36
11.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19607317,-16.19
12.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19720457,-15.71
15.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19721464,-15.71
16.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19624197,-16.12
17.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19599548,-16.23
18.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19623721,-16.12
19.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19656587,-15.98
22.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19656594,-15.98
23.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19647092,-16.02
24.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19596352,-16.24
25.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19556072,-16.41
26.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19588107,-16.28
29.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19639450,-16.06
30.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19659286,-15.97
31.05.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19698606,-15.8
01.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19729468,-15.67
02.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19774565,-15.48
05.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19813170,-15.32
06.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19818434,-15.29
07.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19825795,-15.26
08.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19801096,-15.37
09.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19831130,-15.24
12.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19863949,-15.1
13.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19904971,-14.92
14.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19974704,-14.62
15.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19991064,-14.55
16.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19964867,-14.67
19.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19935921,-14.79
20.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19940264,-14.77
21.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19922201,-14.85
22.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19862188,-15.11
26.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19900903,-14.94
27.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19882987,-15.02
28.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19907100,-14.91
29.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19915865,-14.88
30.06.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19932214,-14.81
03.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19964967,-14.67
04.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19976909,-14.62
05.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19971078,-14.64
06.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19879695,-15.03
07.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19799430,-15.37
10.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19761688,-15.54
11.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19777845,-15.47
12.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19953426,-14.72
13.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20043811,-14.33
14.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20080086,-14.17
17.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20018168,-14.44
18.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20063691,-14.24
19.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20110818,-14.04
20.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20108870,-14.05
21.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20093203,-14.12
24.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20132664,-13.95
25.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20169723,-13.79
26.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20177479,-13.76
27.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20170788,-13.79
28.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20198604,-13.67
31.07.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20229003,-13.54
01.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20214190,-13.6
02.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20170949,-13.79
03.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20099376,-14.09
04.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20089644,-14.13
07.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20037039,-14.36
08.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20071990,-14.21
09.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20111509,-14.04
10.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20087281,-14.14
11.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20031313,-14.38
14.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20091283,-14.13
15.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20083146,-14.16
16.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19929332,-14.82
17.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19876653,-15.04
18.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19847988,-15.17
21.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19831298,-15.24
22.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19848186,-15.17
23.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19933132,-14.8
24.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20002714,-14.5
25.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19968774,-14.65
28.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19999020,-14.52
29.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20040174,-14.34
30.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20097381,-14.1
31.08.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,20096785,-14.1
01.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18921334,-19.13
04.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18773026,-19.76
05.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18748003,-19.87
06.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18720854,-19.98
07.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18690824,-20.11
08.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18702860,-20.06
11.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18709433,-20.03
12.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18716784,-20
13.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18793724,-19.67
14.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18825679,-19.54
15.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18879133,-19.31
18.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18772373,-19.76
19.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18744202,-19.88
20.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18748598,-19.87
21.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18679036,-20.16
22.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18628680,-20.38
25.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18602320,-20.49
26.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18601297,-20.49
27.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18535874,-20.77
28.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18515973,-20.86
29.09.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18512817,-20.87
02.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18504000,-20.91
03.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18459491,-21.1
04.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18395327,-21.38
05.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18405812,-21.33
06.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18411567,-21.31
09.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18469181,-21.06
10.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18513564,-20.87
11.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18570403,-20.63
12.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18663154,-20.23
13.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18672163,-20.19
16.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18611259,-20.45
17.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18583895,-20.57
18.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18531302,-20.79
19.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18476487,-21.03
20.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18420982,-21.27
23.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18395242,-21.38
24.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18404672,-21.34
25.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18436692,-21.2
26.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18402178,-21.35
27.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18392706,-21.39
30.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18392186,-21.39
31.10.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18432304,-21.22
01.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18491856,-20.96
02.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18591724,-20.54
03.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18701788,-20.07
06.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18699205,-20.08
07.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18710003,-20.03
08.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18744023,-19.88
09.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18737320,-19.91
10.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18696549,-20.09
13.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18806299,-19.62
14.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18863162,-19.38
15.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18921280,-19.13
16.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18852083,-19.42
17.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18868837,-19.35
20.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18879293,-19.31
21.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18902836,-19.21
22.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18919506,-19.13
23.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18934117,-19.07
24.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18921686,-19.13
27.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18926506,-19.1
28.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18956286,-18.98
29.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,18995930,-18.81
30.11.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19030921,-18.66
01.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19105969,-18.34
04.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19173570,-18.05
05.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19217159,-17.86
06.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19263876,-17.66
07.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19290120,-17.55
08.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19295704,-17.53
11.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19289595,-17.55
12.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19317904,-17.43
13.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19434762,-16.93
14.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19556399,-16.41
15.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19610890,-16.18
18.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19581160,-16.31
19.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19601255,-16.22
20.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19627382,-16.11
21.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19615346,-16.16
22.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19656174,-15.99
27.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19676917,-15.9
28.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19685307,-15.86
29.12.2023,Luminor 56+ pensionifond,NPK25,EE3600098448,19685699,-15.86
02.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,18208281,-22.17
03.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,18028559,-22.94
04.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,17959909,-23.24
05.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,17911983,-23.44
08.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,17911470,-23.44
09.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,17934020,-23.35
10.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,17944565,-23.3
11.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,17912260,-23.44
12.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,17961566,-23.23
15.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,18063021,-22.8
16.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,17968468,-23.2
17.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,17925313,-23.38
18.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,17891898,-23.53
19.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,17918585,-23.41
22.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,17970565,-23.19
23.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,17984508,-23.13
24.01.2024,Luminor 56+ pensionifond,NPK25,EE3600098448,18007231,-23.03
